BPL,BPLD,CITIZEN,EDUC,EDUCD,CLASSWKR,CLASSWKRD,INCTOT
522,52200,2,10,101,1,14,"36000
"
522,52200,2,10,101,2,23,"20000
"
500,50000,2,10,101,0,0,"7000
"
200,20000,2,6,63,0,0,"1300
"
515,51500,1,10,101,0,0,"55500
"
515,51500,1,10,101,0,0,"17500
"
518,51800,2,8,81,2,25,"108900
"
518,51800,2,6,65,2,25,"78000
"
501,50100,2,10,101,0,0,"158800
"
500,50000,2,2,25,0,0,"9999999
"
515,51500,2,10,101,2,22,"35000
"
500,50040,2,10,101,0,0,"12000
"
300,30020,2,10,101,2,22,"4400
"
501,50100,1,8,81,2,22,"25900
"
502,50200,2,6,63,2,22,"10000
"
600,60023,2,10,101,2,22,"40000
"
600,60023,2,10,101,2,22,"85000
"
502,50200,2,10,101,2,22,"4000
"
500,50000,2,11,114,2,22,"6000
"
500,50000,2,11,114,1,13,"15000
"
500,50040,2,11,114,2,22,"114000
"
210,21030,2,3,30,2,22,"104000
"
210,21060,2,6,63,0,0,"0
"
210,21060,2,6,63,0,0,"21600
"
500,50010,2,6,63,2,22,"15700
"
210,21050,2,7,71,2,22,"22500
"
517,51700,2,6,65,2,23,"30000
"
513,51300,2,0,2,0,0,"10900
"
513,51300,2,0,2,0,0,"9300
"
500,50000,2,10,101,1,14,"165000
"
500,50000,2,10,101,2,22,"1000
"
200,20000,1,6,63,0,0,"0
"
200,20000,2,8,81,2,28,"113000
"
500,50000,2,8,81,2,22,"102110
"
500,50000,2,7,71,1,13,"8500
"
500,50000,2,11,116,2,23,"130000
"
200,20000,2,6,63,1,13,"25000
"
200,20000,2,0,2,0,0,"18000
"
535,53500,2,6,63,2,22,"0
"
200,20000,2,8,81,0,0,"39000
"
200,20000,2,6,63,2,22,"38500
"
421,42100,2,10,101,2,22,"210000
"
421,42100,2,11,114,2,22,"621000
"
421,42100,2,6,61,0,0,"0
"
421,42100,2,6,61,0,0,"0
"
502,50200,2,11,114,2,22,"106000
"
515,51500,2,10,101,2,28,"60000
"
500,50000,2,7,71,2,22,"30000
"
500,50000,2,6,63,0,0,"0
"
465,46500,2,7,71,2,22,"200000
"
465,46520,2,10,101,2,22,"15000
"
515,51500,2,10,101,2,22,"60000
"
421,42100,2,6,61,2,23,"45000
"
421,42100,2,6,63,2,22,"28000
"
515,51500,2,11,114,2,25,"163700
"
515,51500,2,10,101,0,0,"0
"
521,52100,2,6,63,1,13,"8000
"
515,51500,2,11,114,2,23,"58000
"
200,20000,2,8,81,2,22,"57000
"
200,20000,2,5,50,2,22,"220
"
411,41100,2,6,63,0,0,"11200
"
300,30030,2,6,63,0,0,"11200
"
210,21040,2,10,101,0,0,"0
"
210,21040,2,6,63,2,22,"120000
"
515,51500,2,7,71,2,27,"18300
"
500,50000,2,2,26,0,0,"3000
"
500,50040,2,8,81,1,13,"23400
"
210,21030,2,7,71,0,0,"1400
"
300,30015,2,10,101,2,22,"154000
"
150,15000,2,8,81,2,22,"101600
"
600,60056,2,11,115,2,22,"200000
"
502,50200,2,11,116,2,22,"560000
"
200,20000,2,8,81,2,22,"40000
"
200,20000,2,8,81,2,23,"49000
"
210,21030,2,6,63,2,22,"50000
"
210,21030,2,2,26,2,22,"6000
"
200,20000,2,10,101,0,0,"40300
"
200,20000,2,2,23,2,22,"36000
"
200,20000,2,7,71,2,22,"20000
"
200,20000,2,2,23,0,0,"6000
"
521,52100,2,11,115,2,22,"160000
"
521,52100,2,10,101,2,22,"100000
"
521,52100,2,6,63,2,29,"20300
"
210,21060,2,6,64,2,22,"0
"
300,30030,2,6,64,2,22,"20000
"
200,20000,2,11,115,2,22,"571000
"
200,20000,2,10,101,2,22,"27500
"
200,20000,2,6,63,2,22,"45000
"
200,20000,2,2,23,0,0,"5400
"
522,52200,2,10,101,2,22,"60000
"
210,21040,2,6,63,0,0,"8200
"
200,20000,2,6,63,2,22,"13200
"
200,20000,2,6,63,2,22,"77000
"
200,20000,2,11,114,2,22,"6500
"
500,50000,2,6,65,0,0,"12000
"
500,50040,2,10,101,1,14,"6000
"
210,21030,2,2,23,0,0,"0
"
200,20000,2,4,40,1,13,"20000
"
518,51800,2,6,63,0,0,"0
"
515,51500,2,10,101,1,13,"60000
"
515,51500,2,6,61,0,0,"7500
"
200,20000,2,6,63,2,22,"44000
"
200,20000,2,2,22,2,22,"2000
"
514,51400,2,6,64,2,22,"0
"
200,20000,1,7,71,2,22,"120000
"
518,51800,2,0,2,2,22,"50000
"
518,51800,2,0,2,0,0,"0
"
200,20000,2,7,71,2,22,"16200
"
200,20000,2,6,63,2,22,"41000
"
515,51500,2,11,115,2,22,"110000
"
522,52200,2,10,101,2,22,"33000
"
521,52100,2,11,114,2,22,"280000
"
521,52100,2,11,114,0,0,"0
"
521,52100,1,2,22,0,0,"9999999
"
502,50200,2,10,101,2,22,"172000
"
502,50200,2,10,101,2,29,"12000
"
522,52200,2,11,114,2,22,"170000
"
522,52200,2,0,2,2,22,"50000
"
100,10000,3,10,101,2,22,"28800
"
100,10000,3,10,101,2,25,"70000
"
518,51800,2,6,65,2,22,"52000
"
518,51800,2,0,2,0,0,"150
"
402,40200,2,11,115,2,27,"40000
"
200,20000,2,11,114,1,14,"194400
"
515,51500,2,8,81,2,22,"28000
"
515,51500,1,11,115,2,22,"35000
"
150,15000,1,10,101,1,13,"10000
"
200,20000,2,6,63,0,0,"25000
"
210,21030,2,5,50,2,22,"0
"
502,50200,2,11,114,2,28,"110000
"
522,52200,2,6,63,2,28,"30600
"
300,30030,1,11,115,0,0,"100000
"
210,21020,1,2,25,0,0,"9999999
"
420,42000,2,10,101,1,13,"30000
"
515,51500,2,10,101,0,0,"60900
"
500,50000,2,11,114,2,22,"200000
"
500,50000,2,11,114,2,22,"100000
"
537,53700,2,10,101,1,14,"52000
"
250,25000,2,1,15,0,0,"11800
"
210,21040,2,6,65,2,28,"36300
"
210,21030,2,10,101,2,28,"59000
"
515,51500,2,8,81,2,28,"4800
"
515,51500,2,10,101,0,0,"5900
"
522,52200,2,8,81,2,22,"27200
"
522,52200,2,6,63,2,22,"24500
"
500,50000,2,11,116,0,0,"91000
"
500,50000,2,10,101,0,0,"35200
"
500,50000,2,11,115,2,22,"170000
"
500,50000,2,11,114,2,22,"180000
"
500,50000,2,10,101,2,22,"33600
"
521,52100,2,10,101,2,22,"95230
"
710,71015,2,10,101,2,22,"135300
"
200,20000,2,0,2,0,0,"7500
"
465,46500,2,11,116,2,22,"257900
"
465,46500,2,11,114,1,14,"72000
"
515,51500,2,10,101,0,0,"0
"
434,43400,2,6,63,2,22,"9900
"
200,20000,2,11,114,2,22,"18000
"
210,21030,2,10,101,2,22,"40000
"
210,21030,2,10,101,0,0,"11300
"
500,50010,2,5,50,2,22,"20200
"
500,50000,2,4,40,1,13,"28800
"
515,51500,2,8,81,2,22,"42000
"
515,51500,2,7,71,2,22,"40000
"
438,43800,2,6,63,2,22,"162000
"
426,42600,2,11,114,2,22,"223200
"
425,42500,2,10,101,2,22,"251000
"
200,20000,2,6,63,0,0,"5900
"
300,30025,2,11,116,2,22,"83000
"
200,20000,2,11,116,2,22,"90000
"
200,20000,2,8,81,2,22,"12000
"
200,20000,2,3,30,2,22,"9000
"
454,45400,2,10,101,0,0,"49800
"
501,50100,2,11,115,2,28,"25000
"
300,30020,2,5,50,1,14,"39600
"
534,53400,1,11,114,1,13,"48000
"
200,20000,2,6,63,2,22,"70000
"
200,20000,1,0,1,0,0,"9999999
"
500,50010,2,6,64,0,0,"43500
"
200,20000,2,2,26,2,22,"83000
"
200,20000,2,2,23,0,0,"0
"
521,52100,2,11,114,2,22,"190000
"
521,52100,2,10,101,2,22,"140000
"
521,52100,2,5,50,0,0,"0
"
150,15000,2,8,81,2,22,"8400
"
150,15000,1,10,101,0,0,"10000
"
200,20000,2,11,114,2,22,"60000
"
500,50000,2,10,101,2,22,"200000
"
500,50000,2,10,101,2,22,"142000
"
500,50000,2,10,101,2,22,"22430
"
518,51800,2,6,61,2,22,"35000
"
502,50200,2,6,65,2,22,"35000
"
250,25000,2,7,71,2,22,"140000
"
413,41300,2,6,65,1,13,"88000
"
200,20000,2,2,23,2,22,"27300
"
200,20000,2,2,25,0,0,"8500
"
200,20000,2,1,15,0,0,"6400
"
521,52100,2,10,101,2,25,"130000
"
521,52100,2,10,101,2,28,"39000
"
200,20000,2,6,65,2,22,"214000
"
710,71015,2,10,101,2,22,"76000
"
200,20000,2,0,2,0,0,"6300
"
210,21040,2,0,2,2,22,"27300
"
210,21020,2,7,71,0,0,"42600
"
210,21020,2,7,71,0,0,"22800
"
500,50040,2,10,101,2,22,"30000
"
500,50040,1,10,101,2,22,"145200
"
500,50040,2,10,101,2,22,"15000
"
200,20000,2,8,81,2,28,"32000
"
200,20000,2,6,63,0,0,"20400
"
500,50040,2,11,114,2,22,"0
"
500,50040,2,11,114,2,22,"123000
"
515,51500,1,10,101,2,22,"15000
"
515,51500,2,10,101,2,22,"4500
"
515,51500,1,6,63,2,22,"8000
"
515,51500,2,10,101,2,22,"5000
"
515,51500,2,10,101,1,13,"22000
"
462,46200,2,11,114,0,0,"9600
"
200,20000,2,6,63,2,22,"66000
"
200,20000,2,2,23,2,22,"40000
"
200,20000,2,2,23,0,0,"7300
"
200,20000,2,10,101,2,28,"53000
"
200,20000,2,7,71,2,22,"20000
"
515,51500,2,7,71,2,25,"136600
"
515,51500,1,7,71,2,28,"24000
"
200,20000,2,0,2,0,0,"11000
"
455,45500,2,7,71,0,0,"0
"
425,42500,2,11,114,2,23,"77900
"
200,20000,2,6,65,2,22,"67600
"
200,20000,2,7,71,0,0,"0
"
502,50200,2,10,101,2,22,"20000
"
500,50000,2,10,101,0,0,"20200
"
500,50040,2,10,101,2,22,"83200
"
500,50040,2,8,81,0,0,"7500
"
210,21040,1,6,63,2,22,"32000
"
150,15000,2,10,101,2,22,"90000
"
200,20000,2,2,23,2,22,"15000
"
200,20000,2,2,22,0,0,"6400
"
518,51800,2,6,61,2,22,"8000
"
518,51800,2,3,30,0,0,"13200
"
518,51800,2,10,101,2,22,"12000
"
200,20000,2,0,2,2,22,"30000
"
515,51500,2,10,101,2,23,"90000
"
515,51500,2,7,71,2,23,"45000
"
200,20000,2,6,63,0,0,"0
"
200,20000,2,6,64,2,29,"35000
"
521,52100,2,11,114,2,22,"100000
"
515,51500,2,6,64,2,23,"31000
"
522,52200,2,5,50,0,0,"10000
"
465,46540,2,8,81,2,22,"61000
"
465,46540,2,7,71,2,22,"32500
"
200,20000,2,2,23,2,22,"14500
"
200,20000,2,6,64,2,22,"14900
"
200,20000,2,0,2,0,0,"9700
"
150,15000,1,11,115,2,22,"250000
"
465,46530,2,10,101,2,22,"1000
"
200,20000,2,2,23,2,22,"36000
"
200,20000,2,2,23,2,22,"31200
"
200,20000,2,7,71,2,22,"55000
"
518,51800,2,2,23,2,22,"40000
"
513,51300,2,10,101,2,23,"60000
"
500,50040,2,11,114,2,25,"54000
"
500,50040,2,6,65,0,0,"0
"
500,50040,2,6,65,0,0,"0
"
500,50040,2,6,65,0,0,"0
"
250,25000,2,6,63,1,13,"23000
"
515,51500,2,10,101,2,22,"167000
"
200,20000,2,3,30,2,22,"69300
"
200,20000,2,2,23,0,0,"0
"
515,51500,2,10,101,0,0,"18000
"
515,51500,2,6,63,0,0,"16800
"
515,51500,2,10,101,2,25,"130000
"
515,51500,2,10,101,2,22,"32600
"
210,21070,2,10,101,2,22,"87000
"
540,54000,1,11,115,2,22,"571000
"
434,43400,2,0,2,2,22,"25700
"
434,43400,2,6,63,0,0,"8200
"
518,51800,2,8,81,2,22,"35000
"
518,51800,2,6,63,2,22,"45700
"
501,50100,2,10,101,2,22,"0
"
515,51500,2,7,71,0,0,"29800
"
515,51500,2,6,65,0,0,"8800
"
200,20000,2,7,71,1,13,"17000
"
515,51500,2,7,71,2,25,"68000
"
515,51500,2,10,101,2,23,"200000
"
410,41000,2,8,81,2,23,"38900
"
150,15000,1,6,63,2,22,"103000
"
200,20000,2,2,23,2,22,"40000
"
515,51500,2,10,101,2,28,"98010
"
200,20000,2,6,64,2,25,"1800
"
200,20000,2,0,2,2,22,"30000
"
200,20000,2,7,71,0,0,"22800
"
200,20000,2,2,23,0,0,"15000
"
200,20000,2,6,64,0,0,"26100
"
200,20000,2,1,17,0,0,"14400
"
210,21060,2,6,63,2,22,"0
"
200,20000,2,6,64,2,22,"97000
"
200,20000,2,8,81,2,22,"9600
"
500,50040,2,10,101,2,22,"110000
"
200,20000,2,1,15,0,0,"21600
"
502,50200,2,7,71,1,14,"140000
"
502,50200,2,6,61,2,22,"75000
"
200,20000,2,2,23,1,13,"23300
"
200,20000,2,2,23,0,0,"0
"
200,20000,2,6,63,2,22,"34000
"
200,20000,2,6,63,2,22,"5600
"
500,50010,2,10,101,2,22,"100000
"
300,30020,2,11,114,1,13,"150200
"
150,15000,2,8,81,1,13,"130000
"
425,42500,1,11,114,2,23,"36000
"
200,20000,2,7,71,2,23,"14330
"
200,20000,2,6,63,2,22,"50000
"
200,20000,2,6,63,2,22,"27000
"
200,20000,2,8,81,2,22,"70000
"
200,20000,2,7,71,2,22,"40000
"
200,20000,2,0,2,0,0,"10600
"
200,20000,2,2,23,2,22,"50000
"
200,20000,2,2,23,0,0,"0
"
421,42100,1,6,65,0,0,"0
"
518,51800,2,0,2,2,22,"5900
"
518,51800,2,0,2,2,28,"5000
"
518,51800,2,10,101,2,28,"30000
"
518,51800,2,10,101,2,23,"112900
"
502,50200,2,10,101,2,22,"22000
"
515,51500,2,11,115,2,23,"75000
"
210,21060,2,10,101,1,13,"20000
"
210,21060,2,10,101,2,22,"20000
"
210,21060,2,10,101,2,22,"21000
"
200,20000,2,6,64,0,0,"8400
"
521,52100,2,11,114,1,13,"382310
"
521,52100,2,11,114,2,23,"55000
"
516,51600,2,1,14,0,0,"9999999
"
516,51600,2,0,1,0,0,"9999999
"
502,50200,2,10,101,0,0,"0
"
502,50200,2,10,101,0,0,"0
"
200,20000,2,6,63,2,22,"29600
"
515,51500,2,10,101,2,22,"64000
"
200,20000,2,6,63,2,23,"22000
"
515,51500,2,10,101,2,22,"30500
"
515,51500,2,10,101,2,22,"62000
"
515,51500,2,7,71,2,28,"26200
"
515,51500,2,10,101,0,0,"11400
"
502,50200,2,11,114,2,22,"250000
"
515,51500,2,10,101,2,22,"70000
"
517,51700,2,8,81,1,13,"110000
"
600,60012,2,11,114,2,25,"95000
"
600,60012,2,6,63,0,0,"0
"
453,45300,2,10,101,1,14,"24000
"
200,20000,2,11,114,2,28,"106000
"
465,46540,2,10,101,0,0,"7400
"
465,46540,2,6,63,2,28,"32000
"
465,46540,2,10,101,2,28,"50000
"
465,46540,2,6,63,2,22,"56130
"
210,21040,2,6,65,0,0,"14000
"
511,51100,2,8,81,2,23,"30000
"
515,51500,2,8,81,0,0,"26400
"
515,51500,2,6,63,2,22,"12500
"
515,51500,2,6,63,0,0,"0
"
515,51500,2,10,101,2,22,"150000
"
500,50000,2,8,81,0,0,"23500
"
500,50000,2,7,71,1,13,"137000
"
500,50000,2,10,101,0,0,"8600
"
200,20000,2,7,71,2,22,"0
"
200,20000,2,2,26,0,0,"17300
"
515,51500,2,10,101,2,22,"90000
"
515,51500,2,5,50,0,0,"0
"
500,50000,2,11,116,0,0,"125000
"
500,50000,2,11,116,0,0,"148000
"
453,45300,1,6,61,2,22,"105000
"
453,45300,1,6,65,2,27,"55500
"
200,20000,2,5,50,0,0,"87500
"
300,30020,2,6,63,1,13,"80200
"
300,30020,2,6,63,1,13,"100000
"
537,53700,2,11,114,2,22,"323000
"
500,50010,2,7,71,0,0,"37700
"
200,20000,2,2,23,2,22,"21000
"
200,20000,2,2,23,2,28,"25000
"
200,20000,2,10,101,2,28,"190
"
150,15000,2,11,114,2,23,"8300
"
200,20000,2,10,101,2,22,"17000
"
515,51500,2,10,101,2,28,"157000
"
515,51500,1,7,71,2,22,"34300
"
200,20000,2,6,61,0,0,"0
"
200,20000,2,10,101,2,22,"100000
"
200,20000,2,2,23,0,0,"6300
"
518,51800,2,10,101,1,14,"24200
"
518,51800,2,7,71,2,22,"6000
"
600,60012,2,11,114,2,22,"90000
"
600,60012,2,10,101,2,22,"68000
"
200,20000,2,1,16,0,0,"10500
"
150,15000,2,10,101,2,28,"140000
"
456,45600,2,6,65,2,22,"100000
"
453,45300,2,7,71,0,0,"25000
"
200,20000,2,6,63,2,22,"25100
"
465,46500,2,10,101,0,0,"3600
"
200,20000,2,8,81,2,28,"50000
"
200,20000,2,6,64,0,0,"0
"
200,20000,2,7,71,2,22,"85030
"
518,51800,2,10,101,0,0,"0
"
518,51800,2,11,114,2,25,"100000
"
517,51700,2,11,114,2,22,"585000
"
700,70010,2,11,116,1,13,"761000
"
521,52130,2,11,116,0,0,"0
"
521,52130,2,10,101,2,22,"25000
"
521,52130,2,11,114,1,14,"10000
"
600,60031,2,11,114,2,28,"78000
"
600,60031,2,11,114,2,28,"87500
"
600,60031,2,11,114,2,22,"1100
"
200,20000,2,7,71,1,13,"40300
"
200,20000,2,6,65,1,13,"19600
"
438,43800,2,6,61,1,13,"0
"
210,21030,2,4,40,2,22,"23300
"
200,20000,2,8,81,2,22,"80000
"
200,20000,2,6,63,2,22,"60000
"
200,20000,2,6,63,2,22,"33500
"
200,20000,2,0,2,2,22,"36900
"
200,20000,2,0,2,2,22,"30000
"
500,50040,2,8,81,2,22,"10800
"
200,20000,2,6,64,2,22,"40000
"
200,20000,2,6,64,2,22,"40000
"
465,46520,2,11,116,2,22,"254000
"
465,46500,2,11,115,2,22,"207000
"
521,52140,2,10,101,2,22,"127000
"
521,52100,2,11,114,2,22,"300000
"
518,51800,2,11,114,2,27,"130000
"
200,20000,2,8,81,2,22,"27000
"
200,20000,2,4,40,2,22,"0
"
453,45300,1,6,63,2,22,"3500
"
515,51500,2,6,63,2,22,"15000
"
515,51500,2,6,63,2,22,"38000
"
500,50030,2,10,101,2,22,"35000
"
522,52200,2,10,101,2,22,"30000
"
518,51800,2,10,101,1,13,"382500
"
200,20000,2,6,65,2,22,"0
"
200,20000,2,10,101,2,28,"50000
"
200,20000,2,2,26,2,22,"70000
"
200,20000,2,1,17,0,0,"0
"
500,50000,2,0,2,0,0,"13200
"
500,50000,2,0,2,0,0,"2000
"
200,20000,2,11,114,2,22,"83000
"
501,50100,2,11,114,2,22,"98000
"
413,41300,2,7,71,2,22,"26800
"
501,50100,2,10,101,0,0,"54500
"
425,42500,2,6,63,0,0,"19300
"
210,21030,2,3,30,2,22,"42000
"
200,20000,2,7,71,0,0,"0
"
501,50100,2,11,114,2,22,"101580
"
200,20000,2,6,61,2,22,"30000
"
200,20000,2,7,71,2,22,"20000
"
501,50100,2,6,63,0,0,"34020
"
501,50100,2,6,63,2,23,"15200
"
200,20000,2,6,63,2,22,"13000
"
413,41300,2,10,101,0,0,"45720
"
500,50000,2,6,63,0,0,"50100
"
200,20000,2,10,101,2,22,"183000
"
543,54300,1,10,101,2,22,"180000
"
518,51800,2,2,22,2,22,"16000
"
500,50000,2,8,81,2,22,"18000
"
522,52200,2,6,63,0,0,"9980
"
522,52200,2,11,114,0,0,"18900
"
210,21040,2,11,114,0,0,"25400
"
210,21040,2,6,61,0,0,"52800
"
502,50200,2,11,114,1,14,"23600
"
410,41000,2,10,101,2,22,"243600
"
200,20000,2,6,65,0,0,"11900
"
500,50000,2,10,101,0,0,"10800
"
413,41300,2,11,114,2,28,"100000
"
465,46547,2,11,116,2,27,"116000
"
500,50040,2,7,71,0,0,"10000
"
500,50000,2,11,114,2,22,"105000
"
200,20000,2,7,71,2,22,"38000
"
200,20000,2,3,30,0,0,"0
"
200,20000,2,8,81,1,13,"23600
"
501,50100,1,7,71,2,25,"12600
"
500,50000,2,8,81,2,23,"1000
"
501,50100,1,10,101,2,23,"55000
"
515,51500,2,6,65,0,0,"0
"
521,52100,2,11,115,1,14,"101000
"
200,20000,2,6,63,0,0,"900
"
518,51800,1,11,114,2,28,"104000
"
210,21030,2,2,23,2,23,"48000
"
300,30005,2,10,101,2,23,"25700
"
518,51800,2,0,2,0,0,"10800
"
518,51800,2,0,2,2,22,"15000
"
518,51800,2,7,71,2,22,"30000
"
465,46530,2,6,63,2,22,"22700
"
521,52100,2,10,101,2,22,"16000
"
521,52100,2,10,101,0,0,"5400
"
200,20000,2,0,2,0,0,"0
"
515,51500,2,7,71,2,22,"29800
"
500,50040,2,11,115,2,22,"125000
"
500,50000,2,11,115,2,23,"90000
"
500,50000,2,2,26,2,22,"31200
"
515,51500,2,7,71,2,28,"60000
"
515,51500,2,10,101,2,22,"30000
"
515,51500,2,7,71,1,13,"0
"
515,51500,2,10,101,0,0,"18300
"
300,30005,1,8,81,2,22,"85000
"
210,21030,2,6,64,2,22,"150000
"
500,50010,2,11,114,2,22,"212000
"
500,50000,1,1,12,0,0,"9999999
"
500,50000,1,1,11,0,0,"9999999
"
518,51800,2,10,101,2,22,"22000
"
515,51500,2,7,71,1,13,"12800
"
200,20000,2,0,2,0,0,"20600
"
210,21020,1,7,71,2,22,"70000
"
512,51200,2,0,2,2,22,"25000
"
512,51200,2,0,2,0,0,"0
"
512,51200,2,7,71,2,22,"22000
"
500,50040,2,8,81,2,28,"4700
"
500,50040,2,7,71,1,13,"0
"
500,50040,2,7,71,0,0,"0
"
461,46100,2,7,71,0,0,"64000
"
200,20000,2,8,81,0,0,"0
"
462,46200,2,10,101,0,0,"30300
"
200,20000,2,2,23,0,0,"22500
"
200,20000,2,2,23,0,0,"19900
"
200,20000,2,3,30,0,0,"3600
"
500,50010,2,11,115,1,14,"320000
"
500,50010,2,11,114,2,22,"60000
"
200,20000,2,10,101,2,22,"84400
"
200,20000,2,7,71,2,22,"65000
"
300,30050,2,6,63,1,13,"53200
"
210,21030,2,6,63,1,13,"43700
"
200,20000,1,6,61,2,22,"156000
"
200,20000,1,2,25,0,0,"9999999
"
200,20000,1,2,22,0,0,"9999999
"
600,60094,2,10,101,1,14,"82000
"
534,53400,2,10,101,1,14,"216400
"
501,50100,2,10,101,2,23,"114650
"
502,50200,2,8,81,0,0,"3800
"
200,20000,2,6,63,2,23,"35000
"
200,20000,2,7,71,0,0,"14400
"
200,20000,1,1,17,0,0,"9999999
"
200,20000,1,1,11,0,0,"9999999
"
300,30015,2,6,65,2,22,"35000
"
500,50000,2,2,23,0,0,"14700
"
500,50010,2,7,71,0,0,"25000
"
515,51500,2,8,81,2,22,"180000
"
532,53200,2,10,101,2,22,"0
"
532,53200,2,6,63,1,13,"350000
"
532,53200,2,6,63,0,0,"0
"
300,30060,2,7,71,2,22,"20400
"
515,51500,2,7,71,2,22,"31000
"
515,51500,2,10,101,2,22,"75000
"
502,50200,2,10,101,2,22,"17900
"
300,30015,2,6,65,2,22,"15000
"
200,20000,2,1,17,0,0,"0
"
210,21040,2,7,71,0,0,"26000
"
200,20000,2,6,61,0,0,"1400
"
200,20000,1,5,50,0,0,"0
"
513,51300,2,6,65,2,28,"39300
"
513,51300,2,5,50,0,0,"0
"
200,20000,2,6,61,1,13,"48000
"
200,20000,2,3,30,0,0,"0
"
521,52100,2,11,114,2,22,"150300
"
521,52100,2,11,114,2,22,"100150
"
410,41000,2,7,71,2,23,"12000
"
200,20000,2,5,50,0,0,"43300
"
200,20000,2,5,50,0,0,"10000
"
210,21060,2,6,63,0,0,"39500
"
210,21060,2,6,63,2,22,"46700
"
515,51500,1,6,65,2,22,"31870
"
200,20000,2,7,71,0,0,"10100
"
300,30060,2,6,65,2,22,"12000
"
150,15000,1,3,30,2,22,"200
"
150,15000,1,2,26,0,0,"9999999
"
600,60012,2,6,65,0,0,"2200
"
500,50000,2,6,63,2,22,"15000
"
425,42500,2,6,63,0,0,"42050
"
210,21060,2,6,63,2,22,"0
"
515,51500,2,10,101,0,0,"0
"
515,51500,2,10,101,0,0,"29400
"
515,51500,2,10,101,2,23,"12000
"
500,50000,2,11,114,1,13,"1700
"
502,50200,2,6,63,2,25,"12000
"
457,45700,2,6,63,1,13,"28800
"
200,20000,2,10,101,2,22,"34000
"
521,52100,2,11,114,2,22,"621000
"
150,15000,2,11,114,1,14,"16000
"
515,51500,2,10,101,2,22,"163000
"
515,51500,2,8,81,2,23,"36000
"
500,50010,2,11,114,0,0,"321700
"
500,50000,2,10,101,0,0,"12000
"
200,20000,2,10,101,2,22,"32200
"
500,50000,2,10,101,2,22,"55010
"
521,52100,2,11,116,0,0,"376900
"
200,20000,2,6,61,2,22,"58000
"
200,20000,2,3,30,2,22,"6000
"
200,20000,2,2,23,0,0,"0
"
700,70020,1,10,101,2,28,"15000
"
518,51800,2,8,81,2,23,"132900
"
518,51800,2,6,65,1,13,"11100
"
501,50100,2,11,114,2,22,"137000
"
518,51800,2,10,101,0,0,"0
"
600,60012,2,10,101,0,0,"20500
"
200,20000,2,10,101,2,22,"90000
"
200,20000,2,6,65,2,28,"22000
"
513,51300,2,6,63,0,0,"35200
"
513,51300,2,0,2,0,0,"0
"
500,50000,1,8,81,2,23,"7200
"
210,21030,2,2,26,1,13,"11000
"
210,21030,2,2,26,1,13,"11200
"
522,52200,1,6,61,0,0,"0
"
522,52200,1,10,101,0,0,"5500
"
500,50010,2,10,101,2,28,"23000
"
200,20000,2,6,61,2,22,"3500
"
511,51100,2,11,114,2,23,"100000
"
200,20000,2,2,23,2,22,"35000
"
532,53200,2,0,2,1,14,"258000
"
200,20000,1,7,71,2,23,"90000
"
200,20000,2,0,2,0,0,"10800
"
210,21040,2,10,101,2,22,"110000
"
210,21040,2,2,26,0,0,"12500
"
534,53400,2,8,81,2,22,"75000
"
515,51500,2,10,101,2,23,"140000
"
515,51500,2,10,101,2,28,"86000
"
515,51500,2,7,71,0,0,"0
"
515,51500,2,5,50,2,22,"350
"
414,41400,2,2,25,0,0,"9999999
"
410,41000,2,11,114,0,0,"80000
"
414,41400,2,11,114,0,0,"83000
"
515,51500,2,6,65,2,28,"36500
"
515,51500,2,8,81,2,22,"23100
"
200,20000,2,6,64,0,0,"0
"
200,20000,2,5,50,0,0,"0
"
502,50200,2,11,114,1,13,"86800
"
502,50200,2,11,114,2,28,"65100
"
502,50200,2,6,64,2,22,"170020
"
434,43400,2,7,71,0,0,"0
"
210,21030,2,6,63,2,22,"53000
"
200,20000,2,7,71,2,23,"65000
"
522,52200,2,7,71,2,22,"91200
"
515,51500,2,6,65,2,23,"35000
"
515,51500,2,5,50,0,0,"0
"
515,51500,2,2,22,0,0,"27000
"
518,51800,2,7,71,0,0,"9100
"
518,51800,2,2,26,2,22,"62000
"
515,51500,2,10,101,2,22,"13000
"
515,51500,2,10,101,0,0,"4200
"
250,25000,2,11,114,2,28,"14000
"
250,25000,2,2,26,0,0,"11400
"
518,51800,2,4,40,2,22,"7700
"
518,51800,2,2,23,0,0,"0
"
200,20000,2,2,23,0,0,"40300
"
599,59900,2,11,114,2,22,"50130
"
500,50040,2,10,101,2,22,"0
"
521,52100,2,11,114,2,22,"180000
"
521,52100,2,10,101,2,22,"110000
"
210,21030,2,0,2,2,22,"26000
"
210,21040,2,6,61,1,14,"30000
"
210,21040,2,1,17,0,0,"9999999
"
210,21040,1,6,61,2,22,"24000
"
200,20000,2,6,64,0,0,"0
"
150,15000,2,6,65,0,0,"63000
"
532,53200,2,6,63,1,13,"27600
"
532,53200,2,6,63,2,23,"0
"
200,20000,1,6,63,0,0,"0
"
200,20000,2,6,63,2,22,"80000
"
200,20000,2,6,63,2,28,"60000
"
210,21040,2,6,61,1,13,"20000
"
250,25000,2,1,16,0,0,"4200
"
210,21030,2,6,63,0,0,"9600
"
502,50200,2,11,116,1,13,"52000
"
600,60044,2,11,114,2,22,"112800
"
600,60044,2,7,71,0,0,"10
"
502,50200,2,10,101,2,22,"100000
"
