BPL,BPLD,CITIZEN,EDUC,EDUCD,CLASSWKR,CLASSWKRD,INCTOT
521,52100,3,11,114,2,22,"100000
"
150,15000,3,11,115,2,22,"100000
"
434,43400,3,6,63,1,14,"100000
"
260,26060,3,11,116,2,22,"100000
"
521,52100,3,10,101,2,23,"100000
"
500,50000,3,10,101,2,22,"100000
"
700,70010,3,10,101,2,22,"100000
"
414,41400,3,5,50,1,14,"100000
"
521,52100,3,11,114,2,22,"100000
"
521,52150,3,11,114,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
500,50000,3,11,116,2,22,"100000
"
600,60053,3,6,63,2,23,"100000
"
500,50000,3,11,114,2,22,"100000
"
521,52100,3,10,101,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
200,20000,3,0,1,0,0,"9999999
"
150,15000,3,11,116,1,13,"100000
"
521,52100,3,10,101,1,14,"100000
"
434,43400,3,2,22,0,0,"9999999
"
434,43400,3,0,2,0,0,"9999999
"
501,50100,3,10,101,2,22,"100000
"
413,41300,3,8,81,2,22,"100000
"
413,41300,3,11,114,2,22,"100000
"
500,50000,3,11,114,2,23,"100000
"
521,52100,3,11,114,2,22,"100000
"
200,20000,3,10,101,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
210,21030,3,2,25,0,0,"9999999
"
150,15000,3,11,114,2,23,"100000
"
500,50000,3,10,101,2,22,"100000
"
700,70020,3,11,114,2,22,"100000
"
200,20000,3,6,63,2,22,"100000
"
700,70020,3,10,101,2,22,"100000
"
500,50000,3,11,116,2,27,"100000
"
405,40500,3,10,101,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
521,52100,3,10,101,2,22,"100000
"
515,51500,3,10,101,2,22,"100000
"
521,52100,3,10,101,2,22,"100000
"
465,46520,3,10,101,2,22,"100000
"
436,43600,3,6,61,2,22,"100000
"
500,50040,3,11,114,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
500,50000,3,11,114,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
200,20000,3,2,23,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
200,20000,3,2,23,0,0,"9999999
"
502,50200,3,10,101,2,22,"100000
"
521,52100,3,10,101,2,22,"100000
"
500,50000,3,11,114,1,13,"100000
"
501,50100,3,10,101,1,13,"100000
"
521,52100,3,11,114,2,22,"100000
"
500,50000,3,11,114,1,14,"100000
"
500,50000,3,10,101,2,22,"100000
"
421,42100,3,10,101,2,22,"100000
"
536,53600,3,11,115,2,25,"100000
"
500,50000,3,6,63,1,13,"100000
"
521,52100,3,11,114,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
515,51500,3,10,101,2,22,"100000
"
521,52100,3,11,114,2,23,"100000
"
521,52100,3,11,114,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
521,52100,3,10,101,2,22,"100000
"
456,45600,3,10,101,2,22,"100000
"
413,41300,3,10,101,2,22,"100000
"
436,43600,3,1,16,2,23,"100000
"
521,52140,3,11,115,2,23,"100000
"
300,30015,3,8,81,1,14,"100000
"
300,30015,3,6,63,2,22,"100000
"
413,41300,3,10,101,2,22,"100000
"
413,41300,3,10,101,2,22,"100000
"
450,45000,3,8,81,2,22,"100000
"
521,52110,3,10,101,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
410,41000,3,10,101,2,22,"100000
"
521,52100,3,10,101,2,22,"100000
"
414,41400,3,10,101,2,22,"100000
"
434,43400,3,6,63,2,22,"100000
"
210,21040,3,10,101,2,22,"100000
"
434,43400,3,10,101,2,22,"100000
"
150,15000,3,11,116,2,22,"100000
"
421,42100,3,11,114,2,22,"100000
"
413,41300,3,11,114,2,25,"100000
"
260,26010,3,6,63,2,22,"100000
"
521,52150,3,10,101,2,22,"100000
"
465,46500,3,10,101,2,22,"100000
"
456,45600,3,10,101,2,22,"100000
"
700,70010,3,10,101,2,22,"100000
"
512,51200,3,11,114,2,22,"100000
"
599,59900,3,10,101,1,14,"100000
"
515,51500,3,10,101,2,23,"100000
"
300,30015,3,10,101,1,14,"100000
"
453,45300,3,11,116,2,23,"100000
"
521,52100,3,11,114,2,23,"100000
"
300,30040,3,6,63,2,22,"100000
"
453,45300,3,11,115,2,22,"100000
"
514,51400,3,11,114,2,22,"100000
"
514,51400,3,10,101,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
200,20000,3,1,15,2,22,"100000
"
210,21050,3,10,101,2,22,"100000
"
521,52100,3,10,101,2,22,"100000
"
453,45300,3,7,71,2,23,"100000
"
200,20000,3,6,63,2,22,"100000
"
521,52100,3,10,101,2,22,"100000
"
200,20000,3,8,81,2,22,"100000
"
511,51100,3,11,114,2,22,"100000
"
502,50200,3,11,116,2,23,"100000
"
521,52100,3,10,101,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
150,15000,3,11,115,2,22,"100000
"
521,52100,3,10,101,2,22,"100000
"
500,50000,3,11,114,2,22,"100000
"
600,60053,3,6,64,2,25,"100000
"
456,45600,3,11,116,2,27,"100000
"
521,52100,3,11,114,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
521,52100,3,10,101,2,22,"100000
"
200,20000,3,2,23,1,13,"100000
"
200,20000,3,7,71,2,22,"100000
"
150,15000,3,11,116,2,27,"100000
"
200,20000,3,2,23,2,22,"100000
"
515,51500,3,11,114,2,22,"100000
"
200,20000,3,6,63,2,22,"100000
"
200,20000,3,11,114,2,22,"100000
"
600,60023,3,11,114,2,22,"100000
"
300,30050,3,11,114,2,22,"100000
"
200,20000,3,10,101,2,22,"100000
"
521,52100,3,10,101,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
521,52100,3,10,101,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
200,20000,3,11,114,2,27,"100000
"
200,20000,3,8,81,1,13,"100000
"
521,52100,3,11,114,2,22,"100000
"
500,50000,3,11,116,2,22,"100000
"
200,20000,3,6,63,2,22,"100000
"
520,52000,3,0,1,0,0,"9999999
"
521,52100,3,11,114,2,22,"100000
"
465,46590,3,11,115,1,13,"100000
"
200,20000,3,6,63,2,22,"100000
"
150,15000,3,10,101,2,23,"100000
"
534,53400,3,10,101,2,22,"100000
"
465,46500,3,11,114,2,22,"100000
"
200,20000,3,10,101,2,22,"100000
"
501,50100,3,10,101,2,22,"100000
"
518,51800,3,6,61,2,22,"100000
"
411,41100,3,11,114,2,23,"100000
"
200,20000,3,7,71,2,22,"100000
"
500,50040,3,11,114,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
200,20000,3,2,23,2,22,"100000
"
210,21040,3,1,12,2,22,"100000
"
300,30050,3,6,63,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
421,42100,3,11,114,2,22,"100000
"
453,45300,3,11,114,2,23,"100000
"
521,52100,3,11,114,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
150,15000,3,11,116,2,27,"100000
"
521,52100,3,11,114,2,22,"100000
"
515,51500,3,6,64,2,22,"100000
"
200,20000,3,10,101,2,22,"100000
"
453,45300,3,2,23,0,0,"9999999
"
150,15000,3,11,114,2,25,"100000
"
515,51500,3,11,114,2,22,"100000
"
200,20000,3,11,116,2,22,"100000
"
300,30065,3,6,61,2,22,"100000
"
517,51700,3,10,101,2,22,"100000
"
521,52100,3,11,114,2,22,"100000
"
500,50000,3,11,116,2,27,"100000
"
500,50000,3,11,116,2,22,"100010
"
521,52100,3,11,114,2,22,"100010
"
521,52100,3,10,101,2,22,"100020
"
521,52100,3,10,101,2,22,"100020
"
521,52100,3,10,101,2,22,"100020
"
521,52100,3,10,101,2,22,"100050
"
521,52100,3,10,101,2,22,"100050
"
501,50100,3,11,114,2,22,"100070
"
515,51500,3,1,14,0,0,"9999999
"
515,51500,3,0,2,0,0,"9999999
"
413,41300,3,6,64,2,22,"100090
"
521,52100,3,6,63,2,22,"10010
"
501,50100,3,11,116,2,22,"100100
"
453,45300,3,11,114,2,22,"100100
"
521,52100,3,11,114,2,22,"100150
"
500,50000,3,11,114,2,22,"100200
"
150,15000,3,6,63,2,22,"100200
"
453,45300,3,10,101,0,0,"10030
"
518,51800,3,10,101,2,22,"100300
"
500,50000,3,11,116,2,22,"100300
"
500,50000,3,11,114,2,22,"100300
"
150,15000,3,11,114,2,27,"100310
"
532,53200,3,2,25,0,0,"9999999
"
453,45300,3,8,81,2,22,"100400
"
500,50000,3,10,101,2,22,"10050
"
521,52100,3,11,114,2,22,"100500
"
500,50000,3,0,2,2,22,"10060
"
300,30065,3,11,114,1,14,"100600
"
521,52100,3,11,114,2,22,"100730
"
421,42100,3,10,101,0,0,"100800
"
413,41300,3,11,114,2,22,"100800
"
500,50000,3,10,101,2,22,"10090
"
210,21040,3,2,26,2,22,"10100
"
518,51800,3,6,63,2,22,"10100
"
515,51500,3,10,101,2,23,"10100
"
250,25000,3,6,64,0,0,"10100
"
260,26010,3,6,63,2,22,"10100
"
421,42100,3,6,63,0,0,"10100
"
210,21050,3,2,23,2,22,"10100
"
453,45300,3,11,114,0,0,"10100
"
200,20000,3,6,63,0,0,"10100
"
600,60031,3,8,81,0,0,"10100
"
300,30050,3,7,71,2,22,"10100
"
260,26010,3,2,25,0,0,"10100
"
465,46500,3,0,2,0,0,"10100
"
515,51500,3,6,61,2,22,"10100
"
210,21030,3,6,63,2,22,"10100
"
410,41000,3,7,71,0,0,"10100
"
200,20000,3,6,63,0,0,"10100
"
200,20000,3,0,2,0,0,"10100
"
521,52100,3,10,101,2,22,"101000
"
200,20000,3,6,63,2,25,"101000
"
518,51800,3,11,114,2,22,"101000
"
521,52100,3,11,114,2,22,"101000
"
515,51500,3,8,81,2,22,"101000
"
521,52100,3,11,114,2,22,"101000
"
521,52100,3,11,116,2,22,"101000
"
502,50200,3,11,114,2,22,"101000
"
521,52100,3,10,101,2,23,"101000
"
502,50200,3,11,116,2,22,"101000
"
542,54200,3,11,116,2,22,"101000
"
500,50000,3,11,116,2,22,"101000
"
521,52100,3,10,101,2,23,"101000
"
413,41300,3,11,116,2,22,"101000
"
521,52100,3,10,101,2,22,"101000
"
500,50000,3,11,116,2,22,"101000
"
150,15000,3,10,101,2,22,"101000
"
521,52100,3,11,114,2,22,"101000
"
410,41000,3,10,101,0,0,"101000
"
150,15000,3,8,81,2,22,"101000
"
502,50200,3,11,115,1,13,"101000
"
521,52100,3,11,114,2,22,"101000
"
500,50000,3,10,101,2,22,"101000
"
521,52100,3,11,114,2,22,"101000
"
521,52100,3,10,101,2,22,"101000
"
521,52100,3,11,114,2,22,"101010
"
300,30050,3,6,64,2,22,"101030
"
433,43300,3,6,63,0,0,"101200
"
521,52100,3,8,81,2,22,"101330
"
430,43000,3,10,101,2,22,"101400
"
500,50000,3,11,114,2,22,"101500
"
521,52100,3,11,114,2,22,"101500
"
500,50000,3,11,114,2,22,"101600
"
260,26057,3,6,64,0,0,"10190
"
532,53200,3,8,81,2,25,"101900
"
521,52100,3,5,50,2,22,"1020
"
500,50000,3,10,101,2,22,"1020
"
210,21050,3,1,14,2,22,"10200
"
200,20000,3,2,25,2,28,"10200
"
430,43000,3,11,116,2,27,"10200
"
210,21040,3,1,15,1,13,"10200
"
515,51500,3,1,17,0,0,"10200
"
518,51800,3,6,63,2,28,"10200
"
200,20000,3,7,71,2,27,"10200
"
512,51200,3,11,115,2,22,"10200
"
200,20000,3,0,2,0,0,"10200
"
200,20000,3,2,22,2,22,"10200
"
515,51500,3,1,15,0,0,"10200
"
200,20000,3,2,26,0,0,"10200
"
500,50000,3,6,63,2,22,"10200
"
515,51500,3,6,65,0,0,"10200
"
300,30040,3,8,81,0,0,"10200
"
500,50000,3,2,23,0,0,"9999999
"
453,45300,3,6,63,0,0,"10200
"
517,51700,3,10,101,2,22,"10200
"
518,51800,3,6,61,1,14,"10200
"
502,50200,3,10,101,2,22,"10200
"
250,25000,3,11,114,0,0,"10200
"
300,30025,3,10,101,2,22,"10200
"
300,30025,3,1,16,0,0,"10200
"
500,50000,3,11,116,2,23,"10200
"
150,15000,3,6,63,2,22,"10200
"
200,20000,3,0,2,0,0,"10200
"
210,21030,3,2,25,2,22,"10200
"
465,46547,3,8,81,1,13,"10200
"
260,26010,3,6,63,0,0,"10200
"
260,26010,3,2,22,0,0,"10200
"
414,41400,3,0,2,0,0,"10200
"
150,15000,3,7,71,0,0,"10200
"
200,20000,3,6,63,2,22,"10200
"
200,20000,3,6,63,2,22,"10200
"
200,20000,3,0,2,0,0,"10200
"
210,21030,3,2,23,0,0,"10200
"
300,30015,3,7,71,2,22,"10200
"
200,20000,3,2,23,0,0,"10200
"
210,21030,3,2,22,1,13,"10200
"
200,20000,3,2,23,0,0,"10200
"
200,20000,3,2,23,0,0,"10200
"
200,20000,3,1,16,0,0,"10200
"
200,20000,3,1,17,2,22,"10200
"
518,51800,3,7,71,2,22,"10200
"
200,20000,3,3,30,2,22,"10200
"
200,20000,3,2,22,0,0,"10200
"
410,41000,3,10,101,2,22,"102000
"
453,45300,3,10,101,2,22,"102000
"
500,50000,3,0,2,0,0,"9999999
"
515,51500,3,10,101,2,22,"102000
"
521,52100,3,11,114,2,22,"102000
"
521,52100,3,11,114,2,22,"102000
"
502,50200,3,10,101,2,22,"102000
"
453,45300,3,11,115,0,0,"102000
"
521,52100,3,10,101,2,22,"102000
"
500,50000,3,11,114,2,22,"102000
"
501,50100,3,7,71,2,22,"102000
"
453,45300,3,10,101,2,22,"102000
"
210,21030,3,6,63,2,22,"102000
"
534,53400,3,11,114,1,14,"102000
"
521,52100,3,11,114,2,22,"102000
"
515,51500,3,1,15,0,0,"9999999
"
451,45100,3,11,114,2,23,"102000
"
521,52100,3,10,101,2,22,"102000
"
200,20000,3,6,63,2,22,"102000
"
500,50040,3,11,114,2,22,"102000
"
521,52100,3,10,101,2,22,"102070
"
200,20000,3,0,2,0,0,"10210
"
453,45300,3,10,101,2,22,"102100
"
200,20000,3,6,63,2,22,"102200
"
500,50000,3,11,116,2,22,"102400
"
453,45300,3,3,30,0,0,"10270
"
300,30015,3,6,63,0,0,"102700
"
200,20000,3,1,15,0,0,"10300
"
200,20000,3,6,63,2,22,"10300
"
200,20000,3,6,61,2,22,"10300
"
200,20000,3,6,63,0,0,"10300
"
200,20000,3,1,16,0,0,"10300
"
200,20000,3,6,63,2,22,"10300
"
410,41000,3,6,65,0,0,"10300
"
515,51500,3,2,23,0,0,"10300
"
500,50040,3,0,1,0,0,"9999999
"
200,20000,3,3,30,2,22,"10300
"
210,21030,3,0,2,0,0,"10300
"
200,20000,3,2,26,0,0,"10300
"
210,21040,3,2,23,2,22,"10300
"
501,50100,3,6,63,1,13,"10300
"
260,26030,3,6,64,2,22,"10300
"
501,50100,3,11,114,0,0,"10300
"
512,51200,3,6,63,2,23,"10300
"
300,30030,3,6,64,2,22,"10300
"
200,20000,3,6,63,0,0,"10300
"
515,51500,3,2,23,0,0,"9999999
"
515,51500,3,1,14,0,0,"9999999
"
454,45400,3,10,101,2,22,"10300
"
260,26030,3,6,63,0,0,"10300
"
465,46510,3,2,22,0,0,"10300
"
600,60072,3,8,81,2,22,"10300
"
150,15000,3,10,101,2,28,"10300
"
517,51700,3,1,14,0,0,"10300
"
150,15000,3,6,65,2,22,"10300
"
500,50000,3,10,101,2,27,"10300
"
200,20000,3,6,64,2,22,"10300
"
200,20000,3,6,63,1,13,"10300
"
200,20000,3,1,17,2,22,"10300
"
600,60031,3,8,81,1,13,"10300
"
200,20000,3,2,26,2,22,"103000
"
413,41300,3,6,63,0,0,"103000
"
521,52100,3,10,101,2,22,"103000
"
521,52100,3,10,101,2,22,"103000
"
521,52100,3,8,81,2,22,"103000
"
210,21050,3,2,26,0,0,"9999999
"
210,21050,3,1,15,0,0,"9999999
"
210,21050,3,1,16,0,0,"9999999
"
521,52100,3,11,114,2,22,"103000
"
521,52100,3,11,114,2,22,"103000
"
433,43300,3,2,26,0,0,"103000
"
500,50000,3,11,114,2,22,"103000
"
600,60027,3,11,114,2,27,"103000
"
521,52100,3,11,114,2,22,"103000
"
210,21040,3,3,30,2,22,"103000
"
500,50000,3,11,114,2,22,"103000
"
455,45500,3,8,81,2,22,"103000
"
465,46542,3,11,114,1,14,"103000
"
600,60031,3,10,101,2,23,"103000
"
521,52100,3,11,114,2,22,"103000
"
434,43400,3,6,63,2,22,"103000
"
502,50200,3,7,71,2,22,"103000
"
455,45500,3,11,114,2,22,"103020
"
521,52100,3,10,101,2,22,"103050
"
150,15000,3,11,116,0,0,"103100
"
502,50200,3,11,114,2,23,"103100
"
200,20000,3,11,114,2,22,"103200
"
521,52100,3,10,101,2,22,"103500
"
512,51200,3,10,101,2,22,"103600
"
500,50000,3,11,116,2,23,"103700
"
521,52100,3,11,114,2,22,"103900
"
521,52100,3,6,63,0,0,"103900
"
600,60094,3,6,65,2,22,"10400
"
502,50200,3,6,63,2,22,"10400
"
200,20000,3,4,40,2,27,"10400
"
502,50200,3,6,63,2,22,"10400
"
150,15000,3,6,63,2,23,"10400
"
150,15000,3,6,63,2,23,"10400
"
150,15000,3,6,63,2,23,"10400
"
150,15000,3,6,63,2,23,"10400
"
210,21030,3,1,16,1,13,"10400
"
200,20000,3,0,2,0,0,"10400
"
210,21040,3,2,22,1,13,"10400
"
200,20000,3,2,23,2,22,"10400
"
200,20000,3,2,23,0,0,"10400
"
210,21050,3,5,50,2,22,"10400
"
200,20000,3,2,23,2,28,"10400
"
200,20000,3,6,63,1,13,"10400
"
210,21050,3,1,16,0,0,"10400
"
200,20000,3,2,23,1,13,"10400
"
200,20000,3,7,71,2,22,"10400
"
260,26030,3,8,81,2,23,"10400
"
260,26030,3,6,63,2,22,"10400
"
200,20000,3,0,2,0,0,"9999999
"
438,43800,3,6,63,0,0,"10400
"
200,20000,3,6,63,2,22,"10400
"
710,71023,3,6,65,2,23,"10400
"
710,71023,3,6,65,2,23,"10400
"
515,51500,3,6,63,2,27,"10400
"
421,42100,3,10,101,2,22,"10400
"
200,20000,3,2,23,1,13,"10400
"
600,60038,3,6,65,2,22,"10400
"
453,45300,3,6,63,2,22,"10400
"
210,21040,3,6,61,2,22,"10400
"
453,45300,3,6,63,2,22,"10400
"
453,45300,3,6,64,0,0,"10400
"
410,41000,3,6,64,2,22,"10400
"
517,51700,3,8,81,2,22,"10400
"
260,26010,3,6,63,2,22,"10400
"
453,45300,3,7,71,0,0,"10400
"
260,26020,3,0,2,0,0,"10400
"
453,45300,3,7,71,0,0,"10400
"
260,26060,3,4,40,0,0,"10400
"
210,21060,3,6,65,2,22,"10400
"
521,52100,3,11,115,2,28,"10400
"
300,30025,3,6,63,2,22,"10400
"
500,50000,3,6,63,2,22,"10400
"
600,60054,3,11,114,2,29,"10400
"
200,20000,3,6,63,2,23,"10400
"
200,20000,3,6,63,1,13,"10400
"
200,20000,3,6,61,1,13,"10400
"
200,20000,3,0,2,0,0,"10400
"
200,20000,3,0,2,2,22,"10400
"
200,20000,3,1,17,0,0,"9999999
"
200,20000,3,1,17,0,0,"9999999
"
300,30015,3,8,81,2,22,"10400
"
453,45300,3,7,71,1,13,"10400
"
300,30015,3,11,114,2,22,"104000
"
521,52100,3,11,114,2,22,"104000
"
455,45500,3,7,71,2,22,"104000
"
536,53600,3,10,101,2,22,"104000
"
500,50010,3,11,114,2,25,"104000
"
200,20000,3,6,63,2,22,"104000
"
200,20000,3,2,23,2,22,"104000
"
210,21040,3,6,63,2,22,"104000
"
434,43400,3,11,116,2,23,"104000
"
200,20000,3,0,2,1,13,"104000
"
200,20000,3,6,65,2,22,"104000
"
200,20000,3,7,71,2,22,"104000
"
521,52100,3,10,101,2,22,"104000
"
515,51500,3,10,101,2,23,"104000
"
521,52100,3,11,114,2,22,"104000
"
521,52100,3,10,101,2,22,"104000
"
501,50100,3,11,116,2,23,"104000
"
150,15000,3,6,63,2,22,"104000
"
457,45710,3,10,101,2,22,"104000
"
434,43400,3,11,115,1,13,"104000
"
521,52140,3,10,101,1,13,"104000
"
521,52140,3,11,114,1,14,"104000
"
410,41000,3,10,101,1,13,"104000
"
150,15000,3,10,101,2,22,"104000
"
411,41100,3,10,101,2,23,"104000
"
210,21030,3,2,25,0,0,"9999999
"
521,52100,3,11,114,2,22,"104000
"
600,60012,3,10,101,2,22,"104000
"
150,15000,3,10,101,2,22,"104000
"
500,50010,3,8,81,2,23,"104080
"
521,52100,3,11,114,2,22,"104090
"
521,52100,3,10,101,2,22,"104300
"
453,45300,3,11,116,2,23,"104500
"
534,53400,3,11,116,2,22,"104600
"
521,52100,3,10,101,2,28,"104900
"
515,51500,3,10,101,2,22,"10500
"
200,20000,3,6,65,2,22,"10500
"
200,20000,3,6,64,2,22,"10500
"
515,51500,3,10,101,2,22,"10500
"
518,51800,3,6,63,2,22,"10500
"
200,20000,3,2,23,2,22,"10500
"
500,50000,3,11,115,2,22,"10500
"
500,50000,3,11,114,2,22,"10500
"
210,21030,3,6,63,2,22,"10500
"
200,20000,3,1,15,2,22,"10500
"
515,51500,3,11,115,1,13,"10500
"
521,52100,3,10,101,2,23,"10500
"
500,50000,3,11,114,2,22,"10500
"
250,25000,3,1,16,0,0,"10500
"
300,30040,3,6,63,0,0,"10500
"
250,25000,3,6,61,2,23,"10500
"
405,40500,3,11,115,2,25,"10500
"
260,26020,3,1,15,2,22,"10500
"
521,52100,3,1,14,0,0,"9999999
"
200,20000,3,0,2,0,0,"10500
"
515,51500,3,6,63,2,22,"10500
"
200,20000,3,6,64,2,22,"10500
"
210,21050,3,2,26,2,22,"10500
"
210,21040,3,2,25,2,22,"10500
"
521,52110,3,11,114,2,27,"10500
"
421,42100,3,11,114,2,22,"10500
"
300,30015,3,6,63,2,22,"10500
"
200,20000,3,6,61,2,22,"10500
"
521,52140,3,8,81,0,0,"10500
"
521,52140,3,8,81,0,0,"10500
"
521,52100,3,1,16,0,0,"9999999
"
260,26010,3,6,63,0,0,"10500
"
502,50200,3,11,115,1,14,"10500
"
260,26030,3,7,71,2,22,"10500
"
500,50000,3,2,26,2,29,"10500
"
502,50200,3,11,116,0,0,"10500
"
200,20000,3,2,23,2,22,"10500
"
200,20000,3,2,23,2,22,"10500
"
200,20000,3,2,23,2,22,"10500
"
200,20000,3,2,23,2,22,"10500
"
200,20000,3,2,23,2,22,"10500
"
200,20000,3,2,23,2,22,"10500
"
200,20000,3,2,23,2,22,"10500
"
200,20000,3,2,22,2,22,"10500
"
150,15000,3,3,30,0,0,"9999999
"
210,21050,3,0,2,2,22,"10500
"
453,45300,3,7,71,0,0,"10500
"
200,20000,3,3,30,1,13,"10500
"
200,20000,3,2,23,0,0,"10500
"
200,20000,3,6,63,1,13,"10500
"
200,20000,3,7,71,0,0,"10500
"
200,20000,3,6,61,2,22,"10500
"
200,20000,3,2,23,2,22,"10500
"
200,20000,3,4,40,2,22,"10500
"
200,20000,3,0,2,2,22,"10500
"
200,20000,3,1,16,2,22,"10500
"
200,20000,3,2,23,1,13,"10500
"
600,60064,3,10,101,2,22,"10500
"
200,20000,3,6,63,2,22,"10500
"
413,41300,3,6,65,1,13,"10500
"
210,21040,3,7,71,2,23,"105000
"
200,20000,3,10,101,2,28,"105000
"
500,50000,3,11,114,2,22,"105000
"
515,51500,3,10,101,2,22,"105000
"
300,30015,3,11,114,2,22,"105000
"
500,50000,3,10,101,2,22,"105000
"
500,50000,3,11,114,2,22,"105000
"
502,50200,3,10,101,2,22,"105000
"
200,20000,3,2,25,0,0,"9999999
"
521,52100,3,11,114,2,22,"105000
"
200,20000,3,8,81,2,22,"105000
"
200,20000,3,6,63,2,22,"105000
"
515,51500,3,10,101,2,22,"105000
"
521,52100,3,11,114,2,22,"105000
"
524,52400,3,11,116,2,27,"105000
"
150,15000,3,10,101,2,28,"105000
"
300,30020,3,10,101,2,22,"105000
"
150,15000,3,6,63,2,22,"105000
"
521,52140,3,11,114,2,22,"105000
"
465,46547,3,2,23,0,0,"9999999
"
500,50010,3,10,101,1,13,"105000
"
210,21040,3,11,116,2,23,"105000
"
600,60094,3,10,101,2,22,"105000
"
453,45300,3,11,116,2,27,"105000
"
521,52100,3,10,101,1,13,"105000
"
521,52100,3,11,114,2,23,"105000
"
521,52100,3,11,114,2,22,"105000
"
433,43300,3,11,116,2,22,"105000
"
521,52120,3,6,61,2,22,"105000
"
502,50200,3,10,101,2,22,"105000
"
521,52100,3,11,114,2,22,"105000
"
150,15000,3,7,71,2,22,"105000
"
521,52100,3,10,101,2,22,"105000
"
524,52400,3,11,114,2,22,"105000
"
521,52100,3,10,101,2,22,"105000
"
521,52100,3,11,115,2,22,"105000
"
300,30040,3,7,71,2,25,"105000
"
515,51500,3,11,114,2,28,"105000
"
421,42100,3,11,116,2,27,"105000
"
401,40100,3,10,101,2,22,"105000
"
521,52120,3,0,2,2,23,"105000
"
512,51200,3,11,114,2,22,"105000
"
521,52100,3,11,114,2,22,"105000
"
150,15000,3,10,101,2,22,"105000
"
200,20000,3,10,101,2,22,"105000
"
200,20000,3,10,101,2,22,"105000
"
150,15000,3,6,63,2,22,"105000
"
522,52200,3,11,114,2,22,"105000
"
521,52100,3,11,114,2,22,"105000
"
521,52100,3,10,101,2,22,"105000
"
521,52100,3,10,101,2,22,"105000
"
200,20000,3,1,16,0,0,"9999999
"
200,20000,3,1,12,0,0,"9999999
"
200,20000,3,6,63,2,22,"105000
"
500,50000,3,11,114,2,22,"105000
"
537,53700,3,0,2,0,0,"9999999
"
521,52100,3,10,101,2,22,"105010
"
521,52100,3,11,114,2,22,"105050
"
521,52100,3,11,114,2,22,"105100
"
521,52100,3,11,114,2,22,"105100
"
521,52100,3,11,114,2,22,"105100
"
522,52200,3,10,101,0,0,"105100
"
436,43600,3,11,116,2,23,"105400
"
518,51800,3,11,116,1,14,"105400
"
150,15000,3,11,114,2,23,"105530
"
500,50000,3,10,101,2,22,"105600
"
500,50000,3,6,63,0,0,"10600
"
500,50000,3,10,101,2,28,"10600
"
200,20000,3,0,2,0,0,"10600
"
520,52000,3,6,65,2,22,"10600
"
200,20000,3,6,63,2,22,"10600
"
200,20000,3,6,63,2,22,"10600
"
521,52100,3,2,23,0,0,"9999999
"
500,50000,3,6,63,0,0,"10600
"
518,51800,3,6,63,2,22,"10600
"
453,45300,3,2,26,0,0,"10600
"
518,51800,3,6,63,0,0,"10600
"
500,50030,3,7,71,2,23,"10600
"
200,20000,3,2,23,0,0,"10600
"
501,50100,3,8,81,0,0,"10600
"
150,15000,3,7,71,2,22,"10600
"
250,25000,3,6,63,2,22,"10600
"
210,21050,3,6,65,2,22,"10600
"
260,26055,3,6,61,0,0,"10600
"
410,41000,3,6,61,0,0,"10600
"
150,15000,3,6,63,0,0,"10600
"
200,20000,3,2,23,2,22,"10600
"
300,30030,3,6,63,2,22,"10600
"
300,30030,3,6,65,2,27,"10600
"
260,26010,3,8,81,0,0,"10600
"
512,51200,3,6,63,0,0,"10600
"
452,45200,3,2,26,0,0,"10600
"
300,30040,3,6,61,0,0,"10600
"
453,45300,3,5,50,0,0,"10600
"
200,20000,3,3,30,2,22,"10600
"
413,41300,3,7,71,2,22,"10600
"
200,20000,3,7,71,2,22,"10600
"
200,20000,3,1,17,0,0,"10600
"
600,60012,3,10,101,2,22,"10600
"
453,45300,3,10,101,2,28,"10600
"
600,60045,3,7,71,2,23,"10600
"
200,20000,3,3,30,2,22,"10600
"
500,50000,3,11,114,2,27,"10600
"
517,51700,3,6,61,2,22,"10600
"
501,50100,3,10,101,2,22,"106000
"
200,20000,3,0,2,2,22,"106000
"
300,30025,3,10,101,2,22,"106000
"
521,52100,3,10,101,2,22,"106000
"
300,30020,3,8,81,2,28,"106000
"
200,20000,3,0,2,2,23,"106000
"
260,26060,3,10,101,2,22,"106000
"
453,45300,3,11,114,1,14,"106000
"
